"file","isFamiliar","participant","time"
"P_M_Gordon_Brown.png",1,"55d24bb75bc5bc0005d9050d","06/30/2022, 15:08:20"
"P_M_Tony_Blair.png",1,"55d24bb75bc5bc0005d9050d","06/30/2022, 15:08:20"
"P_M_Michael_Gove.png",0,"55d24bb75bc5bc0005d9050d","06/30/2022, 15:08:20"
"P_M_Sajid_Javid.png",1,"55d24bb75bc5bc0005d9050d","06/30/2022, 15:08:20"
"E_M_Ewan_McGregor.png",0,"55d24bb75bc5bc0005d9050d","06/30/2022, 15:08:20"
"E_F_Dawn_Roma_French.png",0,"55d24bb75bc5bc0005d9050d","06/30/2022, 15:08:20"
"P_M_keir_starmer.png",1,"55d24bb75bc5bc0005d9050d","06/30/2022, 15:08:20"
"E_F_Sarah_Millican.png",1,"55d24bb75bc5bc0005d9050d","06/30/2022, 15:08:20"
"P_M_nigel_farage.png",1,"55d24bb75bc5bc0005d9050d","06/30/2022, 15:08:20"
"E_M_Jimmy_Carr.png",1,"55d24bb75bc5bc0005d9050d","06/30/2022, 15:08:20"
"E_M_Peter_Kay.png",1,"55d24bb75bc5bc0005d9050d","06/30/2022, 15:08:20"
"P_M_david_camer.png",1,"55d24bb75bc5bc0005d9050d","06/30/2022, 15:08:20"
"E_M_Russell_Howard.png",1,"55d24bb75bc5bc0005d9050d","06/30/2022, 15:08:20"
"E_M_Michael_McIntyr.png",1,"55d24bb75bc5bc0005d9050d","06/30/2022, 15:08:20"
"E_F_Julie_Walters.png",0,"55d24bb75bc5bc0005d9050d","06/30/2022, 15:08:20"
"P_F_nicola_sturge.png",1,"55d24bb75bc5bc0005d9050d","06/30/2022, 15:08:20"
"E_M_Simon_Pegg.png",1,"55d24bb75bc5bc0005d9050d","06/30/2022, 15:08:20"
"E_F_Jennifer_Saunders.png",0,"55d24bb75bc5bc0005d9050d","06/30/2022, 15:08:20"
"P_M_jeremy_corbyn.png",1,"55d24bb75bc5bc0005d9050d","06/30/2022, 15:08:20"
"P_F_Theresa_May.png",1,"55d24bb75bc5bc0005d9050d","06/30/2022, 15:08:20"
"P_F_Theresa_May.png",1,"55ef58d4b9401300137f42a1","06/30/2022, 14:58:44"
"E_F_Sarah_Millican.png",1,"55ef58d4b9401300137f42a1","06/30/2022, 14:58:44"
